PM_ID,Title,Abstract,Journal,Year,PMC_ID,DOI,Classification,Community type,Substrate,Product,Organisms,Family
,Co_cultivation of anaerobic fungi with Clostridium acetobutylicum bolsters butyrate and butanol production from cellulose and lignocellulose,,Industrial Microbiology and Biotechnology,2022,,,,Defined,Lignocellulose,"Butyrate, Butanol","Clostridium acetobutylicum, Anaeromyces robustus, Neocallimastix californiae, Caecomyces churrovis","Clostridiaceae, Neocallimastigaceae"
19002762,Hydrogen production and anaerobic decolorization of wastewater containing Reactive Blue 4 by a bacterial consortium of Salmonella subterranea and Paenibacillus polymyxa.,"Anaerobic biodegradability of wastewater (3,000 mg CODcr/l) containing 300 mg/l Reactive Blue 4, with different co-substrates, glucose, butyrate and propionate by a bacterial consortium of Salmonella subterranea and Paenibacillus polymyxa, concomitantly with hydrogen production was investigated at 35 degrees C. The accumulative hydrogen production at 3,067 mg CODcr/l was obtained after 7 days of incubation with glucose, sludge, the bacterial consortium. The volatile fatty acids, residual glucose and the total organic carbon were correlated to hydrogen obtained. Interestingly, the bacterial consortium possess decolorization ability showing approximately 24% dye removal after 24 h incubation using glucose as a co-substrate, which was about two and eight times those of butyrate (10%), propionate (12%) and control (3%), respectively. RB4 decolorization occurred through acidogenesis, as high volatile fatty acids but low methane was detected. The bacterial consortium will be the bacterial strains of interest for further decolorization and hydrogen production of industrial waste water.",Biodegradation,2009,None,10.1007/s10532-008-9232-0,1,Defined,Wastewater sludge,Hydrogen,"Salmonella subterranea, Paenibacillus polymyxa","Enterobacteriaceae, Paenibacillaceae"
21954885,"Glionitrin B, a cancer invasion inhibitory diketopiperazine produced by microbial coculture.","A new diketopiperazine, glionitrin B (1), was produced using a microbial coculture of the fungus Aspergillus fumigatus KMC-901 and the bacterium Sphingomonas sp. KMK-001 that were isolated from acidic coal mine drainage. The structure of 1 was determined to be (3S,10aS)-dithiomethylglionitrin A. This structure was determined by the analyses of extensive NMR data and the circular dichroism spectra of the natural product and a semisynthetic compound derived from glionitrin A. In contrast to glionitrin A (2), glionitrin B (1) is not cytotoxic against the human prostate cancer cell line DU145. However, compound 1 caused suppression of DU145 cell invasion, producing 46% inhibition at 60 μM.",Journal of natural products,2011,None,10.1021/np200563x,1,Defined,Sucrose,Glionitrin B,"Aspergillus fumigatus, Sphingomonas sp","Aspergillaceae, Sphingomonadaceae"
32946127,Consolidated bioprocessing performance of a two-species microbial consortium for butanol production from lignocellulosic biomass.,"Consolidated bioprocessing (CBP) by using microbial consortium was considered as a promising approach to achieve direct biofuel production from lignocellulose. In this study, the interaction mechanism of microbial consortium consisting of Thermoanaerobacterium thermosaccharolyticum M5 and Clostridium acetobutylicum NJ4 was analyzed, which could achieve efficient butanol production from xylan through CBP. Strain M5 possesses efficient xylan degradation capability, as 19.73 g/L of xylose was accumulated within 50 hr. The efficient xylose utilization capability of partner strain NJ4 could relieve the substrate inhibition to hydrolytic enzymes of xylanase and xylosidase secreted by strain M5. In addition, the earlier solventogenesis of strain NJ4 was observed due to the existence of butyrate generated by strain M5. The mutual interaction of these two strains finally gave 13.28 g/L of butanol from 70 g/L of xylan after process optimization, representing a relatively high butanol production from hemicellulose. Moreover, 7.61 g/L of butanol was generated from untreated corncob via CBP. This successfully constructed microbial consortium exhibits efficient cooperation performance on butanol production from lignocellulose, which could provide a platform for the emerging butanol production from lignocellulose.",Biotechnology and bioengineering,2020,None,10.1002/bit.27464,1,Defined,Lignocellulose,Butanol,"Thermoanaerobacterium thermosaccharolyticum, Clostridium acetobutylicum","Thermoanaerobacterales, Clostridiaceae"
32090083,Statistical Experimental Design Optimization of Microbial Proteases Production under Co-Culture Conditions for Chitin Recovery from Speckled Shrimp <i>Metapenaeus monoceros</i> By-Product.,"This study was designed with the aim to produce microbial proteases in presence of speckled shrimp by-product. For this reason, three strains belonging to <i>Bacillus</i> genus, namely, <i>Aeribacillus pallidus</i> VP3, <i>Lysinibacillus fusiformis</i> C250R, and <i>Anoxybacillus kamchatkensis</i> M1V were studied under co-culture procedure. A Taguchi L27 experimental design was applied to optimize the co-culture parameters. The experimental design was built with 9 factors (by-product powder concentration, the pH of the medium, the temperature, the sucrose concentration, the agitation speed, the inoculum sizes of VP3, M1V, and C250R strains, and the culture volume) at three different levels. The obtained results showed that a total protease activity of 8,182 U/mL could be achieved after 24 h of incubation in presence of 20 g/L shrimp by-product and 10 g/L sucrose, at an initial pH of 7, a 40°C temperature and absorbance, at 600 nm, of inoculum sizes of 0.1, 0.3, and 0.1 for VP3, M1V, and C250R strains, respectively. The agitation was set at 200 rpm, and the final volume was 25 mL. Taguchi's design allowed the identification of temperature, the inoculum size for strain VP3, the inoculum size for strain M1V, and the final culture volume as the most influencing variables. A Box-Behnken design with 27 experiments was carried out for the optimization of these four selected factors. Following such design, the highest protease production reached was 11,300 U/mL. This yield was obtained in a final culture volume of 15 mL containing 20 g/L shrimp by-product powder and 10 g/L sucrose and inoculated with VP3, C250R, and M1V strains at 0.05, 0.1, and 0.2, respectively. The flasks were incubated at 45°C for 24 h with shaking at 200 rpm. The efficiency of chitin extraction by co-cultivation was investigated under the latter conditions. The chitin yield from shells by-product was 16.7%. Fourier-Transform Infrared (FTIR) analysis of the obtained chitin displayed characteristic profiles similar to that of the commercial <i>α</i>-chitin.",BioMed research international,2020,6998744,10.1155/2020/3707804,1,Defined,"Food waste, Sucrose",Microbial proteases,"Aeribacillus pallidus, Lysinibacillus fusiformis, Anoxybacillus kamchatkensis",Bacillaceae
27042211,Production of medium-chain fatty acids and higher alcohols by a synthetic co-culture grown on carbon monoxide or syngas.,"Synthesis gas, a mixture of CO, H2, and CO2, is a promising renewable feedstock for bio-based production of organic chemicals. Production of medium-chain fatty acids can be performed via chain elongation, utilizing acetate and ethanol as main substrates. Acetate and ethanol are main products of syngas fermentation by acetogens. Therefore, syngas can be indirectly used as a substrate for the chain elongation process.",Biotechnology for biofuels,2016,4818930,10.1186/s13068-016-0495-0,1,Defined,"CO, Syngas",MCFA,"Clostridium autoethanogenum, Clostridium kluyveri",Clostridiaceae
33990298,Propionate Production from Carbon Monoxide by Synthetic Cocultures of Acetobacterium wieringae and Propionigenic Bacteria.,"Gas fermentation is a promising way to convert CO-rich gases to chemicals. We studied the use of synthetic cocultures composed of carboxydotrophic and propionigenic bacteria to convert CO to propionate. So far, isolated carboxydotrophs cannot directly ferment CO to propionate, and therefore, this cocultivation approach was investigated. Four distinct synthetic cocultures were constructed, consisting of Acetobacterium wieringae (DSM 1911<sup>T</sup>) and Pelobacter propionicus (DSM 2379<sup>T</sup>), <i>Ac. wieringae</i> (DSM 1911<sup>T</sup>) and Anaerotignum neopropionicum (DSM 3847<sup>T</sup>), <i>Ac. wieringae</i> strain JM and <i>P. propionicus</i> (DSM 2379<sup>T</sup>), and <i>Ac. wieringae</i> strain JM and <i>An. neopropionicum</i> (DSM 3847<sup>T</sup>). Propionate was produced by all the cocultures, with the highest titer (∼24 mM) being measured in the coculture composed of <i>Ac. wieringae</i> strain JM and <i>An. neopropionicum</i>, which also produced isovalerate (∼4 mM), butyrate (∼1 mM), and isobutyrate (0.3 mM). This coculture was further studied using proteogenomics. As expected, enzymes involved in the Wood-Ljungdahl pathway in <i>Ac. wieringae</i> strain JM, which are responsible for the conversion of CO to ethanol and acetate, were detected; the proteome of <i>An. neopropionicum</i> confirmed the conversion of ethanol to propionate via the acrylate pathway. In addition, proteins related to amino acid metabolism and stress response were highly abundant during cocultivation, which raises the hypothesis that amino acids are exchanged by the two microorganisms, accompanied by isovalerate and isobutyrate production. This highlights the importance of explicitly looking at fortuitous microbial interactions during cocultivation to fully understand coculture behavior. <b>IMPORTANCE</b> Syngas fermentation has great potential for the sustainable production of chemicals from wastes (via prior gasification) and flue gases containing CO/CO<sub>2</sub>. Research efforts need to be directed toward expanding the product portfolio of gas fermentation, which is currently limited to mainly acetate and ethanol. This study provides the basis for a microbial process to produce propionate from CO using synthetic cocultures composed of acetogenic and propionigenic bacteria and elucidates the metabolic pathways involved. Furthermore, based on proteomics results, we hypothesize that the two bacterial species engage in an interaction that results in amino acid exchange, which subsequently promotes isovalerate and isobutyrate production. These findings provide a new understanding of gas fermentation and a coculturing strategy for expanding the product spectrum of microbial conversion of CO/CO<sub>2</sub>.",Applied and environmental microbiology,2021,8231444,10.1128/AEM.02839-20,1,Defined,"CO, Syngas",Propionate,"Acetobacterium wieringae, Pelobacter propionicus, Anaerotignum neopropionicum","Eubacteriaceae, Desulfuromonadaceae, Lachnospiraceae"
28429329,Hydrogen production and microbial kinetics of Clostridium termitidis in mono-culture and co-culture with Clostridium beijerinckii on cellulose.,"Cellulose utilization by hydrogen producers remains an issue due to the low hydrogen yields reported and the pretreatment of cellulose prior to fermentation requires complex and expensive steps. Clostridium termitidis is able to breakdown cellulose into glucose and produce hydrogen. On the other hand, Clostridium beijerinckii is not able to degrade cellulose but is adept at hydrogen production from glucose; therefore, it was chosen to potentially enhance hydrogen production when co-cultured with C. termitidis on cellulose. In this study, batch fermentation tests were conducted to investigate the direct hydrogen production enhancement of mesophilic cellulolytic bacteria C. termitidis co-cultured with mesophilic hydrogen producer C. beijerinckii on cellulose at 2 g l<sup>-1</sup> compared to C. termitidis mono-culture. Microbial kinetics parameters were determined by modeling in MATLAB. The achieved highest hydrogen yield was 1.92 mol hydrogen mol<sup>-1</sup> hexose equivalent<sub>added</sub> in the co-culture compared to 1.45 mol hydrogen mol<sup>-1</sup> hexose equivalent<sub>added</sub> in the mono-culture. The maximum hydrogen production rate of 26 ml d<sup>-1</sup> was achieved in the co-culture. Co-culture exhibited an overall 32 % enhancement of hydrogen yield based on hexose equivalent added and 15 % more substrate utilization. The main metabolites were acetate, ethanol, lactate, and formate in the mono-culture, with also butyrate in the co-culture. Additionally, the hydrogen yield of C. beijerinckii only in glucose was 2.54 mol hydrogen mol<sup>-1</sup> hexose equivalent. This study has proved the viability of co-culture of C. termitidis with C. beijerinckii for hydrogen production directly from a complex substrate like cellulose under mesophilic conditions.",AMB Express,2017,5399015,10.1186/s13568-016-0256-2,1,Defined,Cellulose,Hydrogen,"Clostridium termitidis, Clostridium beijerinckii",Clostridiaceae
32625017,Establishing microbial co-cultures for 3-hydroxybenzoic acid biosynthesis on glycerol.,"Converting renewable feedstocks to aromatic compounds using engineered microbes offers a robust approach for sustainable, environment-friendly, and cost-effective production of these value-added products without the reliance on petroleum. In this study, rationally designed <i>E. coli-E. coli</i> co-culture systems were established for converting glycerol to 3-hydroxybenzoic acid (3HB). Specifically, the 3HB pathway was modularized and accommodated by two metabolically engineered <i>E. coli</i> strains. The co-culture biosynthesis was optimized by using different cultivation temperatures, varying the inoculum ratio between the co-culture strains, recruitment of a key pathway intermediate transporter, strengthening the critical pathway enzyme expression, and adjusting the timing for inducing pathway gene expression. Compared with the <i>E. coli</i> mono-culture, the optimized co-culture showed 5.3-fold improvement for 3HB biosynthesis. This study demonstrated the applicability of modular co-culture engineering for addressing the challenges of aromatic compound biosynthesis.",Engineering in life sciences,2019,6999546,10.1002/elsc.201800195,1,Defined,Glycerol,3-hydroxybenzoic acid,Escherichia coli,Enterobacteriaceae
29631180,Synthetic Escherichia coli-Corynebacterium glutamicum consortia for l-lysine production from starch and sucrose.,"In the biorefinery concept renewable feedstocks are converted to a multitude of value-added compounds irrespective of seasonal or other variations of the complex biomass substrates. Conceptionally, this can be realized by specialized single microbial strains or by co-culturing various strain combinations. In the latter approach strains for substrate conversion and for product formation can be combined. This study addressed the construction of binary microbial consortia based on starch- and sucrose-based production of l-lysine and derived value-added compounds. A commensalism-based synthetic consortium for l-lysine production from sucrose was developed combining an l-lysine auxotrophic, naturally sucrose-negative E. coli strain with a C. glutamicum strain able to produce l-lysine that secretes fructose when grown with sucrose due to deletion of the fructose importer gene ptsF. Mutualistic synthetic consortia with an l-lysine auxotrophic, α-amylase secreting E. coli strain and naturally amylase-negative C. glutamicum strains was implemented for production of valuable fine chemicals from starch.",Bioresource technology,2018,None,10.1016/j.biortech.2018.03.113,1,Defined,"Starch, Sucrose",L-lysine,"Escherichia coli, Corynebacterium glutamicum","Enterobacteriaceae, Corynebacteriaceae"
36167174,Synthetic design of methanotroph co-cultures and their immobilization within polymers containing magnetic nanoparticles to enhance methanol production from wheat straw-based biogas.,"In this study, various methanotroph co-cultures were designed to enhance methanol production from biogas produced through the anaerobic digestion of wheat straw (WS). Furthermore, whole-cell immobilization was performed using magnetic nanoparticle (MNP)-loaded polymers to develop an efficient bioprocess. The anaerobic digestion of WS by cattle dung yielded 219 L/kg of total solids reduced. Methanol produced was 5.08 and 6.39 mmol/L by pure- and co-cultures from biogas, respectively. The optimization of process parameters enhanced methanol production to 6.82 mmol/L by co-culturing Mithylosinus sporium and Methylocella tundrae. The immobilized co-culture within the MNP-doped polymers exhibited much higher cumulative methanol of up to 70.74 mmol/L than the production of 22.34 mmol/L by free cells after ten cycles of reuse. This study suggests that MNP-doped polymer-based immobilization of methanotrophs is a unique approach for producing renewable fuels from biomass-derived biogas, a greenhouse gas.",Bioresource technology,2022,None,10.1016/j.biortech.2022.128032,1,Defined,Syngas,Methanol_p,"Methylosinus sporium, Methylocella tundrae","Methylocystaceae, Beijerinckiaceae"
25943991,Feasibility of biohydrogen production from industrial wastes using defined microbial co-culture.,"The development of clean or novel alternative energy has become a global trend that will shape the future of energy. In the present study, 3 microbial strains with different oxygen requirements, including Clostridium acetobutylicum ATCC 824, Enterobacter cloacae ATCC 13047 and Kluyveromyces marxianus 15D, were used to construct a hydrogen production system that was composed of a mixed aerobic-facultative anaerobic-anaerobic consortium. The effects of metal ions, organic acids and carbohydrate substrates on this system were analyzed and compared using electrochemical and kinetic assays. It was then tested using small-scale experiments to evaluate its ability to convert starch in 5 L of organic wastewater into hydrogen. For the one-step biohydrogen production experiment, H1 medium (nutrient broth and potato dextrose broth) was mixed directly with GAM broth to generate H2 medium (H1 medium and GAM broth). Finally, Clostridium acetobutylicum ATCC 824, Enterobacter cloacae ATCC 13047 and Kluyveromyces marxianus 15D of three species microbial co-culture to produce hydrogen under anaerobic conditions. For the two-step biohydrogen production experiment, the H1 medium, after cultured the microbial strains Enterobacter cloacae ATCC 13047 and Kluyveromyces marxianus 15D, was centrifuged to remove the microbial cells and then mixed with GAM broth (H2 medium). Afterward, the bacterial strain Clostridium acetobutylicum ATCC 824 was inoculated into the H2 medium to produce hydrogen by anaerobic fermentation.",Biological research,2015,4427975,10.1186/s40659-015-0015-x,1,Defined,Industrial waste,Hydrogen,"Clostridium acetobutylicum, Enterobacter cloacae, Kluyveromyces marxianus","Clostridiaceae, Enterobacteriaceae, Saccharomycetaceae"
19466556,Bio-hydrogen production from cellulose by sequential co-culture of cellulosic hydrogen bacteria of Enterococcus gallinarum G1 and Ethanoigenens harbinense B49.,"Microbial conversion of lignocellulose to hydrogen is a fascinating way to provide a renewable energy source. A mesophilic bacterium strain G1 that had high cellulose degradation and hydrogen production activity (2.38 mmol H(2) g(-1) cellulose) was isolated from rumen fluid and identified as the Enterococcus gallinarum. Hydrogen production from cellulose by using sequential co-cultures of a cellulosic-hydrolysis bacterium G1 and Ethanoigenens harbinense B49 was investigated. With an initial Avicel concentration of 5 g l(-l), the sequential co-culture with G1 and strain Ethanoigenens harbinense B49 produced H(2) yield approximately 2.97 mmol H(2) g(-1) cellulose for the co-culture system.",Biotechnology letters,2009,None,10.1007/s10529-009-0028-z,1,Defined,Cellulose,Hydrogen,"Enterococcus gallinarum, Ethanoligenens harbinense","Enterococcaceae, Oscillospiraceae"
23959872,Design and characterization of synthetic fungal-bacterial consortia for direct production of isobutanol from cellulosic biomass.,"Synergistic microbial communities are ubiquitous in nature and exhibit appealing features, such as sophisticated metabolic capabilities and robustness. This has inspired fast-growing interest in engineering synthetic microbial consortia for biotechnology development. However, there are relatively few reports of their use in real-world applications, and achieving population stability and regulation has proven to be challenging. In this work, we bridge ecology theory with engineering principles to develop robust synthetic fungal-bacterial consortia for efficient biosynthesis of valuable products from lignocellulosic feedstocks. The required biological functions are divided between two specialists: the fungus Trichoderma reesei, which secretes cellulase enzymes to hydrolyze lignocellulosic biomass into soluble saccharides, and the bacterium Escherichia coli, which metabolizes soluble saccharides into desired products. We developed and experimentally validated a comprehensive mathematical model for T. reesei/E. coli consortia, providing insights on key determinants of the system's performance. To illustrate the bioprocessing potential of this consortium, we demonstrate direct conversion of microcrystalline cellulose and pretreated corn stover to isobutanol. Without costly nutrient supplementation, we achieved titers up to 1.88 g/L and yields up to 62% of theoretical maximum. In addition, we show that cooperator-cheater dynamics within T. reesei/E. coli consortia lead to stable population equilibria and provide a mechanism for tuning composition. Although we offer isobutanol production as a proof-of-concept application, our modular system could be readily adapted for production of many other valuable biochemicals. ",Proceedings of the National Academy of Sciences of the United States of America,2013,3767521,10.1073/pnas.1218447110,1,Defined,Lignocellulose,Butanol,"Trichoderma reesei, Escherichia coli","Hypocreaceae, Enterobacteriaceae"
23831709,Bispecific antibodies with natural architecture produced by co-culture of bacteria expressing two distinct half-antibodies.,"By enabling the simultaneous engagement of two distinct targets, bispecific antibodies broaden the potential utility of antibody-based therapies. However, bispecific-antibody design and production remain challenging, owing to the need to incorporate two distinct heavy and light chain pairs while maintaining natural nonimmunogenic antibody architecture. Here we present a bispecific-antibody production strategy that relies on co-culture of two bacterial strains, each expressing a half-antibody. Using this approach, we produce 28 unique bispecific antibodies. A bispecific antibody against the receptor tyrosine kinases MET and EGFR binds both targets monovalently, inhibits their signaling, and suppresses MET and EGFR-driven cell and tumor growth. Our strategy allows rapid generation of bispecific antibodies from any two existing antibodies and yields milligram to gram quantities of bispecific antibodies sufficient for a wide range of discovery and preclinical applications. ",Nature biotechnology,2013,None,10.1038/nbt.2621,1,Defined,Amino acid medium,Antibodies,Escherichia coli,Enterobacteriaceae
29205274,Production of cellulosic organic acids via synthetic fungal consortia.,"Consolidated bioprocessing (CBP) is a potential breakthrough technology for reducing costs of biochemical production from lignocellulosic biomass. Production of cellulase enzymes, saccharification of lignocellulose, and conversion of the resulting sugars into a chemical of interest occur simultaneously within a single bioreactor. In this study, synthetic fungal consortia composed of the cellulolytic fungus Trichoderma reesei and the production specialist Rhizopus delemar demonstrated conversion of microcrystalline cellulose (MCC) and alkaline pre-treated corn stover (CS) to fumaric acid in a fully consolidated manner without addition of cellulase enzymes or expensive supplements such as yeast extract. A titer of 6.87 g/L of fumaric acid, representing 0.17 w/w yield, were produced from 40 g/L MCC with a productivity of 31.8 mg/L/hr. In addition, lactic acid was produced from MCC using a fungal consortium with Rhizopus oryzae as the production specialist. These results are proof-of-concept demonstration of engineering synthetic microbial consortia for CBP production of naturally occurring biomolecules.",Biotechnology and bioengineering,2018,None,10.1002/bit.26509,1,Defined,Lignocellulose,Fumaric acid,"Trichoderma reesei, Rhizopus delemar","Hypocreaceae, Rhizopodaceae"
23397222,Microbial consortia for hydrogen production enhancement.,"Ten efficient hydrogen-producing strains affiliated to the Clostridium genus were used to develop consortia for hydrogen production. In order to determine their saccharolytic and proteolytic activities, glucose and meat extract were tested as fermentation substrates, and the best hydrogen-producing strains were selected. The C. roseum H5 (glucose-consuming) and C. butyricum R4 (protein-degrading) co-culture was the best hydrogen-producing co-culture. The end-fermentation products for the axenic cultures and co-cultures were analyzed. In all cases, organic acids, mainly butyrate and acetate, were produced lowering the pH and thus inhibiting further hydrogen production. In order to replace the need for reducing agents for the anaerobic growth of clostridia, a microbial consortium including Clostridium spp. and an oxygen-consuming microorganism able to form dense granules (Streptomyces sp.) was created. Increased yields of hydrogen were achieved. The effect of adding a butyrate-degrading bacteria and an acetate-consuming archaea to the consortia was also studied.",Current microbiology,2013,None,10.1007/s00284-013-0328-3,1,Defined,Meat extract,Hydrogen,"Clostridium roseum, Clostridium butyricum",Clostridiaceae
30854474,Metabolite-based mutualism enhances hydrogen production in a two-species microbial consortium.,"Sustainable hydrogen production from renewable and low-cost substrates is very important to mitigate environmental and energy-related issues. Microbial consortia are promising for diverse bioenergy and environmental applications, yet microbial interactions are not fully understood. Here, we present comprehensive investigation on how two species in an artificial microbial consortium, consisting of <i>Bacillus cereus</i> A1 and <i>Brevundimonas naejangsanensis</i> B1, mutually cooperate to achieve an overall enhancement in hydrogen production and starch utilization. In this consortium, strains A1 and B1 secrete α-amylase and glucoamylase that are functionally complementary in starch hydrolysis. Moreover, strain A1 converts starch into lactate as a carbon source and electron donor, supporting the cell growth and hydrogen generation of strain B1. In return, strain B1 produces formate as an electron shuttle to strain A1 to enhance hydrogen production. The co-culture re-directs the overall metabolic flux, facilitates the cell growth, and up-regulates the key genes of hydrogen production and starch hydrolysis.",Communications biology,2019,6395672,10.1038/s42003-019-0331-8,1,Defined,Starch,Hydrogen,"Bacillus cereus, Brevundimonas naejangsanensis","Bacillaceae, Caulobacteraceae"
27801903,Enhanced microbial electrosynthesis by using defined co-cultures.,"Microbial uptake of free cathodic electrons presents a poorly understood aspect of microbial physiology. Uptake of cathodic electrons is particularly important in microbial electrosynthesis of sustainable fuel and chemical precursors using only CO<sub>2</sub> and electricity as carbon, electron and energy source. Typically, large overpotentials (200 to 400 mV) were reported to be required for cathodic electron uptake during electrosynthesis of, for example, methane and acetate, or low electrosynthesis rates were observed. To address these limitations and to explore conceptual alternatives, we studied defined co-cultures metabolizing cathodic electrons. The Fe(0)-corroding strain IS4 was used to catalyze the electron uptake reaction from the cathode forming molecular hydrogen as intermediate, and Methanococcus maripaludis and Acetobacterium woodii were used as model microorganisms for hydrogenotrophic synthesis of methane and acetate, respectively. The IS4-M. maripaludis co-cultures achieved electromethanogenesis rates of 0.1-0.14 μmol cm<sup>-2</sup> h<sup>-1</sup> at -400 mV vs standard hydrogen electrode and 0.6-0.9 μmol cm<sup>-2</sup> h<sup>-1</sup> at -500 mV. Co-cultures of strain IS4 and A. woodii formed acetate at rates of 0.21-0.23 μmol cm<sup>-2</sup> h<sup>-1</sup> at -400 mV and 0.57-0.74 μmol cm<sup>-2</sup> h<sup>-1</sup> at -500 mV. These data show that defined co-cultures coupling cathodic electron uptake with synthesis reactions via interspecies hydrogen transfer may lay the foundation for an engineering strategy for microbial electrosynthesis.",The ISME journal,2017,5322301,10.1038/ismej.2016.149,1,Defined,CO2,Electricity,"Desulfobacterium corrodens, Acetobacterium woodii","Desulfobacteriaceae, Eubacteriaceae"
27680538,Engineering of a microbial coculture of Escherichia coli strains for the biosynthesis of resveratrol.,"Resveratrol is a plant natural product with many health-protecting effects which makes it an attractive chemical both for academic studies and industrial purposes. However, the low quantities naturally produced by plants as well as the unsustainable procedures of extraction, purification and concentration have prompted many biotechnological approaches to produce this chemical in large quantities from renewable sources. None of these approaches have considered a microbial coculture strategy to produce this compound. The aim of this study was to prove the functionality of a microbial coculture for the biosynthesis of resveratrol.",Microbial cell factories,2016,5041211,10.1186/s12934-016-0562-z,1,Defined,Glycerol,Resveratrol,Escherichia coli,Enterobacteriaceae
,Metabolic engineering of Escherichia coli for microbial synthesis of monolignols,,Metabolic Engineering,2017,,,,Defined,Glucose,"caffeyl alcohol, coniferyl alcohol",Escherichia coli,Enterobacteriaceae
,Escherichia coli modular coculture system for resveratrol glucosides production,,World Journal of Microbiology and Biotechnology,2018,,,,Defined,Glucose,Resveratrol,Escherichia coli,Enterobacteriaceae
,Simultaneous fermentation of biomass-derived sugars to ethanol by a co-culture of an engineered Escherichia coli and Saccharomyces cerevisiae,,Bioresource Technology,2019,,,,Defined,Lignocellulose,Ethanol,"Escherichia coli, Saccharomyces cerevisiae","Enterobacteriaceae, Saccharomycetaceae"
,Engineered monoculture and co-culture of methylotrophic yeast for de novo production of monacolin J and lovastatin from methanol,,Metabolic Engineering,2018,,,,Defined,Methanol_s,"Monacolin, lovastatin",Pichia pastoris,Phaffomycetaceae
,Fermentative Escherichia coli makes a substantial contribution to H2 production in coculture with phototrophic Rhodopseudomonas palustris,,FEMS Microbiology Letters,2019,,,,Defined,Glucose,Hydrogen,"Escherichia coli, Rhodopseudomonas palustris","Enterobacteriaceae, Nitrobacteraceae"
,High-yield production of multiple O-methylated phenylpropanoids by the engineered Escherichia coli-Streptomyces cocultivation system,,Microbial Cell Factories,2019,,,,Defined,Amino acid medium,O-methylated phenylpropanoids,"Escherichia coli, Streptomyces venezuelae","Enterobacteriaceae, Streptomycetaceae"
,Engineering microbial consortia for high-performance cellulosic hydrolyzates-fed microbial fuel cells,,Frontiers in microbiology,2019,,,,Defined,Lignocellulose,Electricity,"Klebsiella pneumonia, Shewanella oneidensis","Enterobacteriaceae, Shewanellaceae"
,Combined evolutionary engineering and genetic manipulation improve low pH tolerance and butanol production in a synthetic microbial Clostridium community,,Biotechnology and Bioengineering,2020,,,,Defined,Glucose,Butanol,"Clostridium beijerinckii, Clostridium cellulovorans",Clostridiaceae
,"Direct Ethanol Production from Lignocellulosic Materials by Mixed Culture of Wood Rot Fungi Schizophyllum commune, Bjerkandera adusta, and Fomitopsis palustris",,Fermentation,2019,,,,Defined,Lignocellulose,Ethanol,"Schizophyllum commune, Bjerkandera adusta, Fomitopsis palustris","Schizophyllaceae, Phanerochaetaceae, Fomitopsidaceae"
,Developing a coculture for enhanced butanol production by Clostridium beijerinckii and Saccharomyces cerevisiae,,Bioresource technology,2019,,,,Defined,Glucose,Butanol,"Saccharomyces cerevisiae, Clostridium beijerinckii","Saccharomycetaceae, Clostridiaceae"
,Mixed culture biocatalytic production of the high-value biochemical 7-methylxanthine,,Journal of Biological Engineering,2023,,,,Defined,Amino acid medium,7-methylxanthine,Escherichia coli,Enterobacteriaceae
33220542,Short chain carboxylic acids production and dynamicity of microbial communities from co-digestion of swine manure and corn silage.,"Short chain carboxylic acids (SCCAs) have attracted much attention due to their wide application and benefit of high economy. This study investigated the influence of organic load rates (OLRs) on short-chain carboxylic acids (SCCAs) production and microbial communities for co-digestion of swine manure (SM) and corn silage (CS) during four different OLRs stages in a semi-continuous mode. The results showed that relatively stable SCCAs concentration of 10.5-13.6 g COD/L and SCCAs yield of 0.42 mg COD/mg VS was achieved at OLR of 3.0 g VS/L·d. The maximum concentration of 19.1 g COD/L was achieved at 3.5 g VS/L·d. Volatile fatty acids (VFAs) (include acetic, n-butyric and caproic acids) accounted for approximately 80% of SCCAs. Hydrolysis bacteria (HB) including Clostridium, Terriporobacter, Intestinibacter, and Turiibacter decreased with the increase of OLR, while acidogenic bacteria (AB) including Acetobacter, Lactobacillus, Aeriscardovia, and Pseudomonas increased, resulting in insufficient degradation of CS.",Bioresource technology,2021,None,10.1016/j.biortech.2020.124400,1,Undefined,"Manure compost, Lignocellulose",SCCA,,Undefined
28130132,Biosynthesis of poly (3-hydroxybutyrate-co-3-hydroxyvalerate) by bacterial community from propylene oxide saponification wastewater residual sludge.,"The saponification wastewater from the process of propylene oxide (PO) production is contaminated with high chemical oxygen demand (COD) and chlorine contents. Although the activated sludge process could treat the PO saponification wastewater effectively, the residual sludge was difficult to be disposed properly. In this research, microbes in PO saponification wastewater residual sludge were acclimated to produce poly (3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBV) from volatile fatty acids. Through Miseq Illumina highthroughput sequencing, the bacterial community discrepancy between the original and the acclimated sludge samples were analyzed. The proportions of Bacillus, Acinetobacter, Brevundimonas and Pseudomonas, the potential PHBV-producers in the residual sludge, were all obviously increased. In the batch fermentation, the production of PHBV could achieve 4.262g/L at 300min, with the content increased from 0.04% to 23.67% of mixed liquor suspended solid (MLSS) in the acclimated sludge, and the COD of the PO saponification wastewater was also decreased in the fermentation. This work would provide an effective solution for the utilization of PO saponification wastewater residual sludge.",International journal of biological macromolecules,2017,None,10.1016/j.ijbiomac.2017.01.106,1,Undefined,Wastewater sludge,Polyhydroxyalkanoate,,Undefined
