,Unnamed: 0,PM_ID,Title,Abstract,Journal,Year,PMC_ID,DOI,Classification,GPT-3 verdict
25,799,31627138,Synthetic microbial consortia for small molecule production.,"Microbial consortia were designed for the production of small molecules with 'labor' being divided between two or more microorganisms. Examples of linear designs are substrate conversion preceding target molecule production or subdivision of two consecutive steps of target molecule production. Here, we review synthetic biology design approaches for microbial consortia based on ecological principles and microbial interactions that is, mutualism, and commensalism. Besides highlighting the technical challenges regarding industrial application of synthetic microbial consortia, we forecast the extension of the concept from binary linear to ternary linear and more complex microbial consortia in biotechnological applications. Microbial consortia are here reviewed and proposed as a rational solution toward feedstock accessibility as it has been shown for production of l-lysine, l-pipecolic acid and cadaverine from starch or production of fumarate from microcrystalline cellulose and alkaline pre-treated corn, or alternatively to establish new multi-step pathway for the production of rosmarinic acid from xylose and glucose.",Current opinion in biotechnology,2020,None,10.1016/j.copbio.2019.09.011,1,The article is concerned with the production of small molecules using microbial consortia.
26,853,32625017,Establishing microbial co-cultures for 3-hydroxybenzoic acid biosynthesis on glycerol.,"Converting renewable feedstocks to aromatic compounds using engineered microbes offers a robust approach for sustainable, environment-friendly, and cost-effective production of these value-added products without the reliance on petroleum. In this study, rationally designed <i>E. coli-E. coli</i> co-culture systems were established for converting glycerol to 3-hydroxybenzoic acid (3HB). Specifically, the 3HB pathway was modularized and accommodated by two metabolically engineered <i>E. coli</i> strains. The co-culture biosynthesis was optimized by using different cultivation temperatures, varying the inoculum ratio between the co-culture strains, recruitment of a key pathway intermediate transporter, strengthening the critical pathway enzyme expression, and adjusting the timing for inducing pathway gene expression. Compared with the <i>E. coli</i> mono-culture, the optimized co-culture showed 5.3-fold improvement for 3HB biosynthesis. This study demonstrated the applicability of modular co-culture engineering for addressing the challenges of aromatic compound biosynthesis.",Engineering in life sciences,2019,6999546,10.1002/elsc.201800195,1,The scientific article does concern product production using a synthetic community or co-culture.
27,892,22222430,Fed-batch anaerobic valorization of slaughterhouse by-products with mesophilic microbial consortia without methane production.,"This work aimed at setting up a fully instrumented, laboratory-scale bioreactor enabling anaerobic valorization of solid substrates through hydrogen and/or volatile fatty acid (VFA) production using mixed microbial populations (consortia). The substrate used was made of meat-based wastes, especially from slaughterhouses, which are becoming available in large amounts as a consequence of the growing constraints for waste disposal from meat industry. A reconstituted microbial mesophilic consortium without Archaebacteria (methanogens), named PBr, was cultivated in a 5-L anaerobic bioreactor on slaughterhouse wastes. The experiments were carried out with sequential fed-batch operations, including liquid medium removal from the bioreactor and addition of fresh substrate. VFAs and nitrogen were the main metabolites observed, while hydrogen accumulation was very low and no methane production was evidenced. After 1,300 h of culture, yields obtained for VFAs reached 0.38 g/g dry matter. Strain composition of the microbial consortium was also characterized using molecular tools (temporal temperature gradient gel electrophoresis and gene sequencing).",Applied biochemistry and biotechnology,2012,None,10.1007/s12010-011-9516-4,1,The article is about using a synthetic community to produce VFAs.
28,903,34129600,Designing microbial communities to maximize the thermodynamic driving force for the production of chemicals.,"Microbial communities have become a major research focus due to their importance for biogeochemical cycles, biomedicine and biotechnological applications. While some biotechnological applications, such as anaerobic digestion, make use of naturally arising microbial communities, the rational design of microbial consortia for bio-based production processes has recently gained much interest. One class of synthetic microbial consortia is based on specifically designed strains of one species. A common design principle for these consortia is based on division of labor, where the entire production pathway is divided between the different strains to reduce the metabolic burden caused by product synthesis. We first show that classical division of labor does not automatically reduce the metabolic burden when metabolic flux per biomass is analyzed. We then present ASTHERISC (Algorithmic Search of THERmodynamic advantages in Single-species Communities), a new computational approach for designing multi-strain communities of a single-species with the aim to divide a production pathway between different strains such that the thermodynamic driving force for product synthesis is maximized. ASTHERISC exploits the fact that compartmentalization of segments of a product pathway in different strains can circumvent thermodynamic bottlenecks arising when operation of one reaction requires a metabolite with high and operation of another reaction the same metabolite with low concentration. We implemented the ASTHERISC algorithm in a dedicated program package and applied it on E. coli core and genome-scale models with different settings, for example, regarding number of strains or demanded product yield. These calculations showed that, for each scenario, many target metabolites (products) exist where a multi-strain community can provide a thermodynamic advantage compared to a single strain solution. In some cases, a production with sufficiently high yield is thermodynamically only feasible with a community. In summary, the developed ASTHERISC approach provides a promising new principle for designing microbial communities for the bio-based production of chemicals.",PLoS computational biology,2021,8232427,10.1371/journal.pcbi.1009093,1,The article concerns product production using a synthetic community.
29,1019,35331885,Sustainable production of algae-bacteria granular consortia based biological hydrogen: New insights.,"Microbes recycling nutrient and detoxifying ecosystems are capable to fulfil the future energy need by producing biohydrogen by due to the coupling of autotrophic and heterotrophic microbes. In granules microbes mutualy exchanging nutrients and electrons for hydrogen production. The consortial biohydrogen production depend upon constituent microbes, their interdependence, competition for resources, and other operating parameters while remediating a waste material in nature or bioreactor. The present review deals with development of granular algae-bacteria consortia, hydrogen yield in coculture, important enzymes and possible engineering for improved hydrogen production.",Bioresource technology,2022,None,10.1016/j.biortech.2022.127036,1,"The article focuses on the potential for using algae and bacteria in a granular consortia to produce hydrogen. It discusses the different factors that could affect the efficiency of hydrogen production in such a system, as well as the enzymes involved. There is no mention of using a synthetic community or co-culture specifically, but it is possible that such a system could be used in the production process."
30,1052,26547811,Semi-continuous methane production from undiluted brown algae using a halophilic marine microbial community.,"Acclimated marine sediment-derived culture was used for semi-continuous methane production from materials equivalent to raw brown algae, without dilution of salinity and without nutrient supply, under 3 consecutive conditions of varying organic loading rates (OLRs) and hydraulic retention time (HRT). Methane production was stable at 2.0gVS/kg/day (39-day HRT); however, it became unstable at 2.9gVS/kg/day (28-day HRT) due to acetate and propionate accumulation. OLR subsequently decreased to 1.7gVS/kg/day (46-day HRT), stabilizing methane production beyond steady state. Methane yield was above 300mL/g VS at all OLRs. These results indicated that the acclimated marine sediment culture was able to produce methane semi-continuously from raw brown algae without dilution and nutrient supply under steady state. Microbial community analysis suggested that hydrogenotrophic methanogens predominated among archaea during unstable methane production, implying a partial shift of the methanogenic pathway from acetoclastic methanogenesis to acetate oxidation. ",Bioresource technology,2016,None,10.1016/j.biortech.2015.10.090,1,"The article does not specifically mention the use of a synthetic community or co-culture. However, it does mention that the culture was derived from marine sediment, which suggests that it is not a synthetic community."
31,1056,31442834,Antibiotic fermentation residue for biohydrogen production using different pretreated cultures: Performance evaluation and microbial community analysis.,"Antibiotic fermentation residue produced from pharmaceutical plants has been listed as a ""Hazardous Waste"", however it contains various substrates which can be used for biofuel production. In this study, the possibility of biohydrogen production from antibiotic fermentation residue was evaluated, the process efficiency and microbial community dynamics with five different inoculum pretreatments (alkaline, γ-radiation, heat-shock, aeration and acid) were assessed. Results showed that alkaline pretreatment was most efficient for hydrogen fermentation, and the hydrogen yield, volatile solids (VS) removal and maximal hydrogen production rate reached 17.8 mL/g-VS<sub>added</sub>, 17.8% and 3.79 mL/h, respectively. Different inoculum pretreatments led to a obvious variation in the fermentation pathway and microbial community structure. The highest content of hydrogen-producing bacteria, especially Clostridium, essentially contributed to the highest hydrogen fermentation efficiency for the system with alkaline pretreatment. This investigation suggested that antibiotic fermentation residue is a potential feedstock for hydrogen production through dark fermentation.",Bioresource technology,2019,None,10.1016/j.biortech.2019.122012,1,The article does not specify whether a synthetic community or co-culture was used.
32,1057,34231972,A microbial consortium-based product promotes potato yield by recruiting rhizosphere bacteria involved in nitrogen and carbon metabolisms.,"The effect of a microbial consortium-based (MCB) biocontrol product, composed of Bacillus subtilis, Trichoderma harzianum strain and diatomaceous earth as a carrier, on potato yield, and potential modes of action for its effect were investigated. The MCB product (300 kg ha<sup>-1</sup> ) was added to furrows in which the potato seed tubers each year for 3 years (2016, 2017 and 2018), while potato planting without the MCB product treatment served as the control. A metagenomic analysis indicated that bacterial phylotypes dominated the microbial community, with a relatively small contribution of archaea and fungal taxa. The relative abundance of beneficial bacterial taxa increased significantly in response to the MCB product treatment. Notably, a higher relative abundance of bacterial taxa with carbon fixation, carbon-degrading and nitrogen metabolism properties were observed in the MCB product-treated potato rhizosphere. This was also reflected in the identification of a greater abundance of genes encoding enzymes involved in nitrogen metabolism, carbon fixation and carbon degradation pathways in the conducted metagenomic analysis. The greater relative abundance of these beneficial bacterial taxa in the rhizosphere of MCB product-treated plots, as well as the higher abundance of genes associated with the indicated cellular processes, were associated with an increase in tuber yield. The observed changes in microbial community structure at an early stage of tuber development appears to have a beneficial impact on tuber yield.",Microbial biotechnology,2021,8449676,10.1111/1751-7915.13876,1,"The article does not specifically mention whether the microbial consortium-based (MCB) biocontrol product is produced using a synthetic community or co-culture. However, based on the information provided in the abstract, it is likely that the product is produced using a synthetic community."
33,1109,25387104,The effect of antibiotics on associated bacterial community of stored product mites.,"Bacteria are associated with the gut, fat bodies and reproductive organs of stored product mites (Acari: Astigmata). The mites are pests due to the production of allergens. Addition of antibiotics to diets can help to characterize the association between mites and bacteria.",PloS one,2014,4227874,10.1371/journal.pone.0112919,1,The article does not mention anything about synthetic communities or co-cultures.
34,1131,18768309,Evaluation of methods for preparing hydrogen-producing seed inocula under thermophilic condition by process performance and microbial community analysis.,"Five methods for preparation of hydrogen-producing seeds (base, acid, 2-bromoethanesulfonic acid (BESA), load-shock and heat shock treatments) as well as an untreated anaerobic digested sludge were compared for their hydrogen production performance and responsible microbial community structures under thermophilic condition (60 degrees C). The results showed that the load-shock treatment method was the best for enriching thermophilic hydrogen-producing seeds from mixed anaerobic cultures as it completely repressed methanogenic activity and gave the a maximum hydrogen production yield of 1.96 mol H(2) mol(-1) hexose with an hydrogen production rate of 11.2 mmol H(2) l(-1)h(-1). Load-shock and heat-shock treatments resulted in a dominance of Thermoanaerobacterium thermosaccharolyticum with acetic acid and butyric acid type of fermentation while base- and acid-treated seeds were dominated by Clostridium sp. and BESA-treated seeds were dominated by Bacillus sp. The comparative experimental results from hydrogen production performance and microbial community analysis showed that the load-shock treatment method was better than the other four methods for enriching thermophilic hydrogen-producing seeds from anaerobic digested sludge. Load-shock treated sludge was implemented in palm oil mill effluent (POME) fermentation and was found to give maximum hydrogen production rates of 13.34 mmol H(2) l(-1)h(-1) and resulted in a dominance of Thermoanaerobacterium spp. Load-shock treatment is an easy and practical method for enriching thermophilic hydrogen-producing bacteria from anaerobic digested sludge.",Bioresource technology,2009,None,10.1016/j.biortech.2008.07.036,1,"The article does not specifically mention the use of a synthetic community or co-culture. However, it does discuss the preparation of hydrogen-producing seeds using different methods, including load-shock and heat-shock treatments. It is possible that the hydrogen-producing seeds prepared using these methods were produced using a synthetic community or co-culture."
35,1168,35882315,"Multivariate insights into enhanced biogas production in thermophilic dry anaerobic co-digestion of food waste with kitchen waste or garden waste: Process properties, microbial communities and metagenomic analyses.","Multisubstrate synergetic anaerobic co-digestion can effectively overcome low efficiency of food waste (FW) mono-digestion. This study investigated the effect of supplementing FW with kitchen waste (KW) or garden waste (GW) on thermophilic dry anaerobic co-digestion. FW-KW and FW-GW co-digestion enhanced biogas production by 24.69 % and 44.96 % at organic loading rate (OLR) of 3 g VS L<sup>-1</sup> d<sup>-1</sup>, and increased OLR tolerance from 3 to 4 g VS L<sup>-1</sup> d<sup>-1</sup> through mitigating ammonia nitrogen inhibition and volatile fatty acids accumulation. Co-digestion enriched the dominant hydrolytic bacteria Defluviitoga, resulting in an acceleration of substrate hydrolysis. FW-KW co-digestion improved biogas production by increasing gene abundance related to key enzymes in methanogenesis pathways and promoting the conversion of intermediate products into methane. FW-GW co-digestion enhanced biogas production by enriching ABC transporters-associated genes, leading to efficient substrate utilization. This study provides a promising approach for FW treatment with multivariate insights into thermophilic dry anaerobic co-digestion.",Bioresource technology,2022,None,10.1016/j.biortech.2022.127684,1,"The article does not specifically mention the use of a synthetic community or co-culture. However, it does discuss the effect of supplementing food waste with kitchen waste or garden waste on thermophilic dry anaerobic co-digestion."
36,1196,11762604,Microbial community in anaerobic hydrogen-producing microflora enriched from sludge compost.,"Hydrogen production by thermophilic anaerobic microflora enriched from sludge compost was studied by using an artificial medium containing cellulose powder. Hydrogen gas was evolved with the formation of acetate, ethanol, and butyrate by decomposition of the cellulose powder. The hydrogen production yield was 2.0 mol/mol-hexose by either batch or chemostat cultivation. A medium that did not contain peptone demonstrated a lower hydrogen production yield of 1.0 mol/mol-hexose with less formation of butyrate. The microbial community in the microflora was investigated through isolation of the microorganisms by both plating and denaturing gradient gel electrophoresis (DGGE) of the' PCR-amplified V3 region of 16S rDNA. Sixty-eight microorganisms were isolated from the microflora and classified into nine distinct groups by genetic fingerprinting of the PCR-DGGE or by a random amplified polymorphic DNA analysis and determination of the partial sequence of 16S rDNA. Most of the isolates belonged to the cluster of the thermophilic Clostridium/Bacillus subphylum of low G+C gram-positive bacteria. Product formation by most of the isolated strains corresponded to that produced by the microflora. Thermoanaerobacterium thermosaccharolyticium was isolated in the enrichment culture with or without added peptone. and was detected with strong intensity by PCR-DGGE. Two other thermophilic cellulolytic microorganisms, Clostridium thermocellum and Clostridium cellulosi, were also detected by PCR-DGGE, although they could not be isolated. These findings imply that hydrogen production from cellulose by microflora is performed by a consortium of several species of microorganisms.",Applied microbiology and biotechnology,2001,None,10.1007/s002530100806,1,"The article does not specifically state whether the product production is from a synthetic community or co-culture. However, based on the information provided in the abstract, it is most likely that the product production is from a co-culture."
37,1220,33329449,Function-Driven Design of Lactic Acid Bacteria Co-cultures to Produce New Fermented Food Associating Milk and Lupin.,"Designing bacterial co-cultures adapted to ferment mixes of vegetal and animal resources for food diversification and sustainability is becoming a challenge. Among bacteria used in food fermentation, lactic acid bacteria (LAB) are good candidates, as they are used as starter or adjunct in numerous fermented foods, where they allow preservation, enhanced digestibility, and improved flavor. We developed here a strategy to design LAB co-cultures able to ferment a new food made of bovine milk and lupin flour, consisting in: (i) <i>in silico</i> preselection of LAB species for targeted carbohydrate degradation; (ii) <i>in vitro</i> screening of 97 strains of the selected species for their ability to ferment carbohydrates and hydrolyze proteins from milk and lupin and clustering strains that displayed similar phenotypes; and (iii) assembling strains randomly sampled from clusters that showed complementary phenotypes. The designed co-cultures successfully expressed the targeted traits i.e., hydrolyzed proteins and degraded raffinose family oligosaccharides of lupin and lactose of milk in a large range of concentrations. They also reduced an off-flavor-generating volatile, hexanal, and produced various desirable flavor compounds. Most of the strains in co-cultures achieved higher cell counts than in monoculture, suggesting positive interactions. This work opens new avenues for the development of innovative fermented food products based on functionally complementary strains in the world-wide context of diet diversification.",Frontiers in microbiology,2020,7717992,10.3389/fmicb.2020.584163,1,"The article does not explicitly state whether the co-culture is synthetic or not, but based on the information provided, it seems that the co-culture is not synthetic."
38,1238,21171663,Current production by bacterial communities in microbial fuel cells enriched from wastewater sludge with different electron donors.,"Electricity production by bacterial communities enriched from wastewater sludge with lactate, succinate, N-acetyl-D-glucosamine (NAG), acetate, formate, and uridine were monitored in dual-chamber microbial fuel cells (MFCs). Stable electricity production was observed after 300 h for communities enriched from lactate, acetate, and formate, while communities enriched with succinate, NAG, and uridine stabilized only after 700 h. The average peak current densities and maximum power densities generated from bacterial consortia were significantly higher than those generated from pure cultures of Shewanella oneidensis MR-1. Microbial assemblages were analyzed by DGGE, and planktonic and anode-attached bacterial communities varied as a function of electron donors: Firmicutes, β-Proteobacteria, and Bacteroidetes dominated the planktonic bacterial communities while anode-attached communities consisted mainly of δ-Proteobacteria, β-Proteobacteria, and Firmicutes. Similar bacterial populations were enriched in MFCs fed with lactate, NAG, and uridine and with succinate, acetate, and formate. Cross-feeding experiments with different fuels indicated that enriched microbial consortia were able to utilize a variety of fuel sources and displayed considerable stability, efficiency, and robustness of power generation in comparison to pure cultures. In addition, characterizations of cultivated Shewanella strains suggested that DGGE analysis likely missed active members of exoelectrogenic populations.",Environmental science & technology,2011,None,10.1021/es102645v,1,"The scientific article does not explicitly state whether the product production is using a synthetic community or co-culture. However, based on the information provided in the abstract, it is most likely that the product production is using a co-culture."
39,1250,35605772,Methanogenic treatment of dairy product wastewater by thermophilic anaerobic membrane bioreactor: Ammonia inhibition and microbial community.,"Dairy product wastewater contains high-strength organic matter suitable for anaerobic treatment, but excessive protein degradation may lead to an ammonia inhibition problem. This work studied protein-rich dairy product wastewater treatment in the anaerobic membrane bioreactor. The results showed that a temporary self-detoxification phase of ammonia inhibition from the change of pH buffer system was vital for rapid reactor recovery by substrate dilution. The ammonia washout from the reactor was simulated by a kinetic model. After ammonia inhibition, the relative abundance of syntrophic lactic and propionic acids oxidising bacteria significantly reduced along with fermentative bacteria involved in mixed organic acids production. Nevertheless, the relative abundance of the protein degradation bacteria producing acetic acid and H<sub>2</sub>/CO<sub>2</sub> increased. A potential metabolic process change was proposed by profiling the functional community. To conclude, substrate dilution is essential for overcoming ammonia inhibition in the anaerobic treatment of protein-rich dairy product wastewater.",Bioresource technology,2022,None,10.1016/j.biortech.2022.127349,1,The article does not specify whether a synthetic community or co-culture was used.
40,1281,29207331,Use of bacterial co-cultures for the efficient production of chemicals.,"The microbial production of chemicals has traditionally relied on a single engineered microbe to enable the complete bioconversion of substrate to final product. Recently, a growing fraction of research has transitioned towards employing a modular co-culture engineering strategy using multiple microbes growing together to facilitate a divide-and-conquer approach for chemical biosynthesis. Here, we review key success stories that leverage the unique advantages of co-culture engineering, while also addressing the critical concerns that will limit the wide-spread implementation of this technology. Future studies that address the need to monitor and control the population dynamics of each strain module, while maintaining robust flux routes towards a wide range of desired products will lead the efforts to realize the true potential of co-culture engineering.",Current opinion in biotechnology,2018,None,10.1016/j.copbio.2017.11.012,1,The article is concerned with product production using a synthetic community or co-culture.
41,1346,22349905,Dynamic microbial community associated with iron-arsenic co-precipitation products from a groundwater storage system in Bangladesh.,"The prokaryotic community in Fe-As co-precipitation product from a groundwater storage tank in Bangladesh was investigated over a 5-year period to assess the diversity of the community and to infer biogeochemical mechanisms that may contribute to the formation and stabilisation of co-precipitation products and to Fe and As redox cycling. Partial 16S rRNA gene sequences from Bacteria and Archaea, functional markers (mcrA and dsrB) and iron-oxidising Gallionella-related 16S rRNA gene sequences were determined using denaturing gradient gel electrophoresis (DGGE). Additionally, a bacterial 16S rRNA gene library was also constructed from one representative sample. Biogeochemical characterization demonstrated that co-precipitation products consist of a mixture of inorganic minerals, mainly hydrous ferric oxides, intimately associated with organic matter of microbial origin that contribute to the chemical and physical stabilisation of a poorly ordered structure. DGGE analysis and polymerase chain reaction-cloning revealed that the diverse bacterial community structure in the co-precipitation product progressively stabilised with time resulting in a prevalence of methylotrophic Betaproteobacteria, while the archaeal community was less diverse and was dominated by members of the Euryarchaeota. Results show that Fe-As co-precipitation products provide a habitat characterised by anoxic/oxic niches that supports a phylogenetically and metabolically diverse group of prokaryotes involved in metal, sulphur and carbon cycling, supported by the presence of Gallionella-like iron-oxidizers, methanogens, methylotrophs, and sulphate reducers. However, no phylotypes known to be directly involved in As(V) respiration or As(III) oxidation were found.",Microbial ecology,2012,None,10.1007/s00248-012-0014-1,1,The scientific article does not mention anything about product production using a synthetic community or co-culture.
42,1400,22636010,Characterization of geographically distinct bacterial communities associated with coral mucus produced by Acropora spp. and Porites spp.,"Acropora and Porites corals are important reef builders in the Indo-Pacific and Caribbean. Bacteria associated with mucus produced by Porites spp. and Acropora spp. from Caribbean (Punta Maroma, Mexico) and Indo-Pacific (Hoga and Sampela, Indonesia) reefs were determined. Analysis of pyrosequencing libraries showed that bacterial communities from Caribbean corals were significantly more diverse (H', 3.18 to 4.25) than their Indonesian counterparts (H', 2.54 to 3.25). Dominant taxa were Gammaproteobacteria, Alphaproteobacteria, Firmicutes, and Cyanobacteria, which varied in relative abundance between coral genera and region. Distinct coral host-specific communities were also found; for example, Clostridiales were dominant on Acropora spp. (at Hoga and the Mexican Caribbean) compared to Porites spp. and seawater. Within the Gammproteobacteria, Halomonas spp. dominated sequence libraries from Porites spp. (49%) and Acropora spp. (5.6%) from the Mexican Caribbean, compared to the corresponding Indonesian coral libraries (<2%). Interestingly, with the exception of Porites spp. from the Mexican Caribbean, there was also a ubiquity of Psychrobacter spp., which dominated Acropora and Porites libraries from Indonesia and Acropora libraries from the Caribbean. In conclusion, there was a dominance of Halomonas spp. (associated with Acropora and Porites [Mexican Caribbean]), Firmicutes (associated with Acropora [Mexican Caribbean] and with Acropora and Porites [Hoga]), and Cyanobacteria (associated with Acropora and Porites [Hoga] and Porites [Sampela]). This is also the first report describing geographically distinct Psychrobacter spp. associated with coral mucus. In addition, the predominance of Clostridiales associated with Acropora spp. provided additional evidence for coral host-specific microorganisms.",Applied and environmental microbiology,2012,3416423,10.1128/AEM.07764-11,1,No
43,1410,29631180,Synthetic Escherichia coli-Corynebacterium glutamicum consortia for l-lysine production from starch and sucrose.,"In the biorefinery concept renewable feedstocks are converted to a multitude of value-added compounds irrespective of seasonal or other variations of the complex biomass substrates. Conceptionally, this can be realized by specialized single microbial strains or by co-culturing various strain combinations. In the latter approach strains for substrate conversion and for product formation can be combined. This study addressed the construction of binary microbial consortia based on starch- and sucrose-based production of l-lysine and derived value-added compounds. A commensalism-based synthetic consortium for l-lysine production from sucrose was developed combining an l-lysine auxotrophic, naturally sucrose-negative E. coli strain with a C. glutamicum strain able to produce l-lysine that secretes fructose when grown with sucrose due to deletion of the fructose importer gene ptsF. Mutualistic synthetic consortia with an l-lysine auxotrophic, α-amylase secreting E. coli strain and naturally amylase-negative C. glutamicum strains was implemented for production of valuable fine chemicals from starch.",Bioresource technology,2018,None,10.1016/j.biortech.2018.03.113,1,The article concerns the production of l-lysine using a synthetic community.
44,1414,36167174,Synthetic design of methanotroph co-cultures and their immobilization within polymers containing magnetic nanoparticles to enhance methanol production from wheat straw-based biogas.,"In this study, various methanotroph co-cultures were designed to enhance methanol production from biogas produced through the anaerobic digestion of wheat straw (WS). Furthermore, whole-cell immobilization was performed using magnetic nanoparticle (MNP)-loaded polymers to develop an efficient bioprocess. The anaerobic digestion of WS by cattle dung yielded 219 L/kg of total solids reduced. Methanol produced was 5.08 and 6.39 mmol/L by pure- and co-cultures from biogas, respectively. The optimization of process parameters enhanced methanol production to 6.82 mmol/L by co-culturing Mithylosinus sporium and Methylocella tundrae. The immobilized co-culture within the MNP-doped polymers exhibited much higher cumulative methanol of up to 70.74 mmol/L than the production of 22.34 mmol/L by free cells after ten cycles of reuse. This study suggests that MNP-doped polymer-based immobilization of methanotrophs is a unique approach for producing renewable fuels from biomass-derived biogas, a greenhouse gas.",Bioresource technology,2022,None,10.1016/j.biortech.2022.128032,1,"Yes, this article does concern product production using a synthetic community or co-culture."
45,1415,34235138,Product Inhibition and pH Affect Stoichiometry and Kinetics of Chain Elongating Microbial Communities in Sequencing Batch Bioreactors.,"Anaerobic microbial communities can produce carboxylic acids of medium chain length (e.g., caproate, caprylate) by elongating short chain fatty acids through reversed β-oxidation. Ethanol is a common electron donor for this process. The influence of environmental conditions on the stoichiometry and kinetics of ethanol-based chain elongation remains elusive. Here, a sequencing batch bioreactor setup with high-resolution off-gas measurements was used to identify the physiological characteristics of chain elongating microbial communities enriched on acetate and ethanol at pH 7.0 ± 0.2 and 5.5 ± 0.2. Operation at both pH-values led to the development of communities that were highly enriched (>50%, based on 16S rRNA gene amplicon sequencing) in <i>Clostridium kluyveri</i> related species. At both pH-values, stably performing cultures were characterized by incomplete substrate conversion and decreasing biomass-specific hydrogen production rates during an operational cycle. The process stoichiometries obtained at both pH-values were different: at pH 7.0, 71 ± 6% of the consumed electrons were converted to caproate, compared to only 30 ± 5% at pH 5.5. Operating at pH 5.5 led to a decrease in the biomass yield, but a significant increase in the biomass-specific substrate uptake rate, suggesting that the organisms employ catabolic overcapacity to deal with energy losses associated to product inhibition. These results highlight that chain elongating conversions rely on a delicate balance between substrate uptake- and product inhibition kinetics.",Frontiers in bioengineering and biotechnology,2021,8256265,10.3389/fbioe.2021.693030,1,The article is about product production using a synthetic community.
46,1426,16882140,Changes in bacterial community during fermentative hydrogen and acid production from organic waste by thermophilic anaerobic microflora.,Changes in fermentation pattern during the treatment of organic wastes containing solid materials by thermophilic anaerobic microflora were investigated with respect to product formation and bacterial community structure during hydrogen production.,Journal of applied microbiology,2006,None,10.1111/j.1365-2672.2006.02939.x,1,This article concerns product production using a synthetic community.
47,1540,30349057,Human gut microbe co-cultures have greater potential than monocultures for food waste remediation to commodity chemicals.,"Food waste represents an underutilized resource for commodity chemical generation. Constituents of the human gut microbiota that are already adapted to a food waste stream could be repurposed for useful chemical production. Industrial fermentations utilizing these microbes maintain organisms in isolation; however, microbial consortia offer an attractive alternative to monocultures in that metabolic interactions may result in more efficient processes with higher yields. Here we computationally assess the ability of co-cultures vs. monocultures to anaerobically convert a Western diet to commodity chemicals. The combination of genome-scale metabolic models with flux-balance analysis predicts that every organism analyzed can benefit from interactions with another microbe, as evidenced by increased biomass fluxes in co-culture vs. monoculture. Furthermore, microbe combinations result in emergent or increased commodity chemical production including butanol, methane, formaldehyde, propionate, hydrogen gas, and urea. These overproducing co-cultures are enriched for mutualistic and commensal interactions. Using Clostridium beijerinckii co-cultures as representative examples, models predict cross-fed metabolites will simultaneously modify multiple internal pathways, evident by different internal metabolic network structures. Differences in degree and betweenness centrality of hub precursor metabolites were correlated to C. beijerinckii metabolic outputs, and thus demonstrate the potential of co-cultures to differentially direct metabolisms to useful products.",Scientific reports,2018,6197241,10.1038/s41598-018-33733-z,1,"The article is about using co-cultures to produce commodity chemicals, not synthetic communities."
48,1545,21251819,Effects of heat treatment on hydrogen production potential and microbial community of thermophilic compost enrichment cultures.,"Cellulosic plant and waste materials are potential resources for fermentative hydrogen production. In this study, hydrogen producing, cellulolytic cultures were enriched from compost material at 52, 60 and 70°C. Highest cellulose degradation and highest H(2) yield were 57% and 1.4 mol-H(2) mol-hexose(-1) (2.4 mol-H(2) mol-hexose-degraded(-1)), respectively, obtained at 52°C with the heat-treated (80°C for 20 min) enrichment culture. Heat-treatments as well as the sequential enrichments decreased the diversity of microbial communities. The enrichments contained mainly bacteria from families Thermoanaerobacteriaceae and Clostridiaceae, from which a bacterium closely related to Thermoanaerobium thermosaccharolyticum was mainly responsible for hydrogen production and bacteria closely related to Clostridium cellulosi and Clostridium stercorarium were responsible for cellulose degradation.",Bioresource technology,2011,None,10.1016/j.biortech.2010.12.072,1,"The article does not explicitly state whether the microbial community used for hydrogen production is a synthetic community or a co-culture. However, based on the description of the enrichment process, it is likely that the community is a co-culture."
49,1549,28814755,Membrane fouling induced by AHL-mediated soluble microbial product (SMP) formation by fouling-causing bacteria co-cultured with fouling-enhancing bacteria.,"Membrane fouling still remains a major obstacle for wider applications of membrane bioreactor (MBR), which is mainly caused by soluble microbial products (SMP). Identification of key bacteria responsible for SMP production is essential for mitigation of membrane fouling. Here, we investigated the effect of microbial interaction on membrane fouling. We measured the membrane fouling potentials of 13 bacterial strains isolated from a pilot-scale MBR treating domestic wastewater when they were cultivated as single-culture and co-culture. We found that fouling-causing bacteria (FCB) displayed much higher fouling potential when co-cultured even with non-FCB and mixed population (activated sludge). In particular, the fouling potential of strain S26, one of FCB, increased 26.8 times when cultivated with strain S22 (fouling-enhancing bacteria, FEB). The secretion of N-octanoyl-L-homoserine lactone (C8-HSL) was increased by co-cultivating S22 and S26 as compared with cultivating as single culture, which stimulated the production of fouling-causing SMP by S26 and consequently resulted in severe membrane fouling. This result suggests that AHL-mediated quorum-sensing (QS) regulatory system was involved in secretion of fouling-causing SMP.",Scientific reports,2017,5559553,10.1038/s41598-017-09023-5,1,The article is concerned with product production using a co-culture.
